checkpoint,fold,seed,best_score,binary_acc,binary_macro_f1,binary_kappa,ternary_acc,ternary_macro_f1,ternary_kappa,phq_ccc,phq_rmse,phq_mae
/remote-home/yangmz/zhangruibo/mpdd_elder_v3_lite/outputs/elder_v3_lite/v9_no_cross_raw_motion_5x1/checkpoints/fold1_seed42.pt,1,42,0.5805212514585992,0.7777777777777778,0.775,0.55,0.6666666666666666,0.5992063492063492,0.47058823529411764,0.3594740760171786,5.242607381133524,3.5668606907129288
/remote-home/yangmz/zhangruibo/mpdd_elder_v3_lite/outputs/elder_v3_lite/v9_no_cross_raw_motion_5x1/checkpoints/fold2_seed42.pt,2,42,0.43259641660539516,0.6666666666666666,0.625,0.2894736842105263,0.5555555555555556,0.5833333333333334,0.33333333333333337,0.05283575982544092,5.3877809836524815,4.477569156222874
/remote-home/yangmz/zhangruibo/mpdd_elder_v3_lite/outputs/elder_v3_lite/v9_no_cross_raw_motion_5x1/checkpoints/fold3_seed42.pt,3,42,0.770478780194036,0.9411764705882353,0.9403508771929825,0.8811188811188811,0.8235294117647058,0.8035353535353535,0.7272727272727273,0.3538114238429545,10.082835394781597,6.848527172032525
/remote-home/yangmz/zhangruibo/mpdd_elder_v3_lite/outputs/elder_v3_lite/v9_no_cross_raw_motion_5x1/checkpoints/fold4_seed42.pt,4,42,0.3121780559306779,0.5294117647058824,0.5142857142857142,0.02857142857142847,0.47058823529411764,0.5079365079365079,0.1684782608695653,0.011121477080985579,7.487274214928874,6.0365498872364265
/remote-home/yangmz/zhangruibo/mpdd_elder_v3_lite/outputs/elder_v3_lite/v9_no_cross_raw_motion_5x1/checkpoints/fold5_seed42.pt,5,42,0.41538358112666796,0.6470588235294118,0.6458333333333333,0.3013698630136986,0.5882352941176471,0.580896686159844,0.3121387283236994,-0.08246697836818812,8.994842602683594,6.68556672334671
